pmid,ref_list
1370682,"['2303780', '1588277', '1824876', '7964468', '7678849', '2212944', '8113671', '1355602', '1730929', '1988539', '1976734', '1500861', '2479030', '8642250', '1370684', '7964467', '1946464']"
1658187,"['1316276', '1535369', '1824876', '7678849', '2295881', '8642250']"
1940807,"['1976512', '2011599', '2497226', '2501444', '2513572', '3755748', '3029266', '1694219']"
1900941,"['1549594', '1919435', '3464691', '1824876', '2998758', '2014234', '8315396', '6431411', '7964468', '2117633', '7909813', '7690835', '8381156', '1694219', '7807005', '2388037', '8113671']"
1919435,"['1900941', '1549594', '3464691', '2014234', '1824876', '7807005', '7964468', '2998758']"
8315396,"['2388037', '1549594', '7909813', '1900941', '8642250', '7690835', '2117633', '3464691', '1824876', '311783', '7807005', '6431411', '2513572', '8113671']"
7690835,"['1549594', '8315396', '1900941', '2388037']"
7909813,"['1549594', '8315396', '1829108', '1900941', '1379172', '6431411', '3464691']"
1881894,"['2117633', '1824876', '6193236', '1588277', '2513572', '1836010', '8384651', '1313575', '3598467', '7964468', '8393480', '2784735', '2848922']"
1608962,"['7650479', '1946464', '1370684', '1988539', '8113671']"
8418198,"['7678849', '7650479', '1946464', '8134353', '1660155', '1315049', '1370684', '1533355', '3470773', '2525171', '2295881', '2212944', '8387412', '2529341', '7905016', '1371303', '1691261', '2459713', '8381156', '1824876']"
7678849,"['1824876', '2295881', '8418198', '1660155', '1315049', '1370682', '1370684', '1371303', '1902503', '3470773', '1701821', '2525171', '7905016', '8113671', '1691261', '1533355', '1946464', '2479030', '7650479', '1694219', '2529341', '1976512', '7964468', '2212944', '2497226', '2538552', '2531193', '8381156', '8380294', '2117641', '3208747', '8094737', '8387412', '8642250', '1658187', '3755748', '2011599', '2523951', '2501444', '1313575', '2439899', '2303780']"
7937075,[]
1829108,"['1379172', '1512543', '7909813', '8642250', '8393480', '7515103', '2848922']"
1355602,"['1988539', '1976734', '6193236', '2470100', '1588277', '2212944', '1370682', '2303780', '1500861', '7964468', '2955418', '2956608', '1730929', '8384651', '7515103', '1713678', '3261012', '1824876']"
3464691,"['1549594', '1900941', '6403654', '1919435', '3261012', '6431411', '1824876', '8315396', '2998758', '6204001', '6979605', '6815654', '2848922', '7909813', '7807005']"
1719536,"['2460872', '8378329']"
1588281,"['8393480', '1694219', '7964468', '1824876', '1701821', '3208747']"
1660155,"['1533355', '3470773', '1315049', '2501444', '2525171', '8094737', '2295881', '1691261', '7905016', '8387412', '2529341', '7678849', '1371303', '1824876', '1976512', '8406568', '2212944', '2011599', '3755748', '2117641', '2461562', '2951480', '2531193', '3462739', '2497226', '2523951', '2783331', '2538552', '1902503', '7851022', '8418198', '1694219', '2459713', '3029266', '1348082', '2409198', '8381156', '2971753', '3035555', '2574461', '1530851', '3598467', '2578667', '2439899', '3208747', '1836200', '1836010', '2462609', '1701821', '2968436', '2998758', '8380294', '3486937', '3493320', '1940794']"
2903180,"['2566624', '2565948']"
3130394,['1709678']
3134364,"['7923883', '1709678', '1717633', '1283598', '2569026', '3877078', '3878084', '6237120', '1709677', '2566624', '1713678', '1374588', '7685670', '2827173', '3876401', '1691264', '2537322']"
2505619,"['3877078', '2827173', '2450953', '3263050', '3878084', '2935340', '3084562', '3538015', '3596805']"
3263050,"['3596805', '3011946', '3866246', '2505619']"
3532812,"['6501563', '1997402']"
2460470,[]
3053736,[]
2454931,"['2537322', '2545729', '6480827']"
2824654,"['3038962', '6480827']"
2958480,"['2841354', '1709677']"
2537322,"['2454931', '2545729', '1707234', '3134364']"
2565948,"['3278004', '1709677', '1697800', '6090507', '4077977', '3084562', '2903180']"
2545729,"['2537322', '2454931', '2864688']"
2738096,"['6302680', '3534886']"
2569026,"['3134364', '6237120', '1713678', '1717633']"
1707234,"['1374588', '1713678', '1709678', '1717633', '7685670', '2537322', '3878084']"
1713678,"['1717633', '1374588', '1709678', '1707234', '2470100', '7685670', '2569026', '3134364', '2530583', '2195543', '3878084', '6193236', '2513572', '1694865', '1988539', '1355602', '2956608', '3493319', '3876401']"
1717633,"['1713678', '3134364', '1709678', '1374588', '1709677', '1707234', '7923883', '3878084', '2569026', '7685670', '3877078', '3876401']"
6501412,[]
3572302,"['3866246', '6501563']"
3038962,['2824654']
2828429,"['4077977', '2566624', '6501563', '3278004', '3457383', '3866246', '6480827', '701483']"
3278004,"['2566624', '2565948', '6501563', '2828429', '3866246', '4077977', '2841354']"
3030114,"['6501563', '6326110']"
2841354,"['2958480', '1709677', '3278004']"
6090507,"['6326110', '3877078', '3457383', '2565948', '1709677', '2827173', '3049673', '1697800']"
3090106,"['2430298', '6237120']"
6501563,"['2566624', '1997402', '3866246', '3278004', '4077977', '2828429', '3532812', '701483', '3572302', '3030114']"
2157214,"['2864688', '8403497']"
2465298,[]
3257219,"['3878084', '3876401']"
4363161,"['4355998', '1069301', '6306056']"
6987268,"['6971878', '4355998']"
1697800,"['2565948', '1709677', '3049673', '7685670', '6090507']"
1709677,"['2565948', '1709678', '1717633', '1697800', '2958480', '3877078', '2827173', '2841354', '6090507', '3134364', '3878084', '3049673', '1714243']"
1714243,['1709677']
1997402,"['6501563', '2566624', '3866246', '3532812']"
3049673,"['2827173', '3877078', '1697800', '3878084', '1709677', '6090507', '2872233']"
4201262,"['4542944', '17621', '4209883', '1168691', '6773982', '302134', '108291']"
4542944,"['17621', '4201262', '4209883', '1168691', '302134', '6773982', '786433', '6282932', '6409946', '6093546', '1159083', '6608105']"
4596507,"['4201264', '4583980']"
6282932,"['4542944', '108291', '1168691', '701483', '6302680', '6542570']"
6409946,"['6773982', '4209883', '6441524', '4542944', '302134', '1168691', '6093546']"
311783,"['6341998', '8315396']"
6754744,"['6093546', '3494734', '2413071', '4209883', '4201264']"
6341998,"['311783', '3486890', '1159083']"
6334089,"['2413071', '3486890']"
17621,"['4542944', '4201262', '4209883', '6773982', '302134', '1168691', '786433']"
108291,"['6815213', '6282932', '1168691', '3875078', '4201262', '3486890', '6302680', '3872883']"
6773982,"['1168691', '4209883', '4542944', '6409946', '4201262', '302134', '17621', '6093546', '2413071', '6441524', '2864688']"
6815213,"['108291', '3486890', '3875078']"
6306056,"['4355998', '291937', '4363161']"
6093546,"['4209883', '6754744', '1168691', '6773982', '4542944', '6409946', '1159083', '302134', '2413071', '3494734']"
6542570,"['2418059', '4077977', '3876401', '3090105', '3086483', '6282932', '6587368']"
3872883,"['3486890', '3875078', '4209883', '2413071', '1168691', '108291']"
3875078,"['3486890', '3872883', '108291', '3494734', '6815213']"
2864688,"['4209883', '2545729', '1168691', '2157214', '2413071', '6773982']"
3486890,"['3875078', '3872883', '6815213', '6334089', '3494734', '6341998', '108291']"
786433,"['302134', '4542944', '17621']"
1159083,"['4209883', '70434', '1168691', '6441524', '355597', '3873069', '302134', '6608105', '4583980', '6093546', '4542944', '6341998']"
1168691,"['4209883', '4542944', '6773982', '4201262', '302134', '6093546', '1159083', '6282932', '3873069', '6608105', '6302680', '108291', '2864688', '17621', '6409946', '6441524', '2413071', '3872883', '70434']"
1069301,"['7309790', '4355998', '4363161', '293671']"
3457383,"['4077977', '6587368', '2872233', '6090507', '6326110', '2828429']"
6976408,"['6193236', '3486937']"
312894,"['68992', '2971607', '68991', '6983074', '6978487']"
6166713,"['6166714', '6980420', '6193236']"
6166714,"['6166713', '6980420', '6170986']"
6170713,[]
6174671,"['6193236', '6600840', '3486939', '6983074']"
6978487,"['6179083', '312894']"
6179083,"['6978487', '68991']"
6170986,['6166714']
6983074,"['312894', '6174671']"
6333426,[]
355597,['1159083']
3126497,['3138247']
6971878,"['6193236', '6987268', '293671', '4355998', '8387412']"
6602986,"['6608105', '6439737', '3873069']"
6300879,[]
6326110,"['6090507', '3457383', '4077977', '3877078', '3030114']"
3878084,"['3877078', '3876401', '6332168', '3090105', '3086483', '3487091', '1709678', '3011946', '2872233', '3134364', '2473858', '3084701', '3049673', '2827173', '1717633', '3257219', '1713678', '2505619', '3486418', '7923883', '1709677', '1707234']"
3084562,"['2935340', '2450953', '6204001', '6431411', '2565948', '2505619', '6403654']"
3534886,['2738096']
6204001,"['6403654', '6979605', '2415661', '2450953', '6815654', '6431411', '3084559', '3084562', '2935340', '3538015', '3464691', '3261012', '2469770', '2415660']"
3538015,"['2450953', '2444978', '2998758', '3455781', '6204001', '6431411', '2415660', '1691261', '3084559', '2505619']"
3493319,['1713678']
2580936,"['6206178', '3456168']"
2409209,"['2427637', '2439899', '7869051', '6193236', '7515103', '8381156']"
2427637,"['2409209', '1714934', '7964508', '8315383']"
3040667,"['3040666', '2479030']"
3819645,"['1730929', '3596805', '3011946']"
3596805,"['3263050', '3011946', '3866246', '3819645', '2784570', '3455781', '2300561', '1730929', '2505619']"
3035555,"['1533355', '3470773', '2951480', '3755748', '2998758', '2409198', '1691261', '2849763', '2357962', '2578667', '3040885', '3462739', '2525171', '2987947', '2531193', '3456168', '1660155', '3490968', '3029266', '3493320', '3005467', '2497226', '3502713', '2011599', '2439899', '2461562', '3486937']"
3624442,['3624443']
3624443,['3624442']
2951480,"['3470773', '1533355', '2574461', '2987947', '3755748', '1691261', '3490968', '3035555', '1371303', '2525171', '3456168', '2011599', '2497226', '1660155', '2461562', '2357962', '2993469', '2902638', '1315049', '2295881', '2409198', '3462739', '1976512', '3502713', '8406568', '2531193', '2529341', '2439899', '8094737', '2578667', '2501444', '2998758', '8387412', '2849763', '3040885', '2783331', '3029266', '2971753', '2117641', '3493320', '7905016', '2523951', '1836200', '1940794']"
3005467,"['3470773', '3456168', '3462739', '3035555', '3029266', '2439899']"
2846743,"['2971752', '2469770', '3263646', '2789518', '2836865', '2583098', '1532927', '8393480', '2122934', '3040885']"
3263646,"['2789518', '2971752', '2583098', '2836865', '2846743', '2469770']"
3040885,"['3486937', '2578667', '3029266', '2849763', '3490968', '2789518', '3470773', '1836010', '3493320', '3502713', '2583098', '2836865', '1694219', '3035555', '2848922', '2525171', '2998758', '1371303', '1533355', '2951480', '3462739', '2357962', '2439899', '1691261', '2902638', '2971753', '2846743', '2461562', '2497226', '2783331']"
2902638,"['3502713', '2357962', '3490968', '2523951', '1371303', '2849763', '2951480', '2461562', '1694219', '2525171', '3456168', '2462609', '8381156', '1976512', '3470773', '2971753', '2011599', '2529341', '2783331', '3040885', '2993469', '2295881', '1530851', '3029266', '3208747', '1533355', '1836010']"
2789518,"['3263646', '2971752', '2583098', '2836865', '2846743', '2469770', '3040885', '2357962', '3502713', '2578667', '3470773', '3490968', '3029266', '2849763', '3486937']"
2583098,"['2789518', '2971752', '3263646', '2836865', '2846743', '2469770', '2357962', '3040885', '2849763', '3490968']"
2462609,"['2460872', '2902638', '1371303', '2971753', '1701821', '2461562', '1691261', '1660155', '1836010', '3029266', '1694219', '1533355']"
3490536,[]
2466767,['3128632']
3128632,"['2117634', '6334855', '2466767']"
1694221,[]
2460872,"['2462609', '8378329', '1719536']"
3141930,"['2513572', '1976734', '2511266', '2501444', '2863322', '1976512']"
2476570,"['6607474', '3486939', '1700830', '6334855']"
6424125,[]
6195288,[]
2432150,"['6206178', '3598467', '3470773', '1691261']"
2578667,"['3486937', '3040885', '3470773', '3490968', '3029266', '6193236', '3035555', '3462739', '2409198', '2789518', '3493320', '2951480', '1533355', '2461562', '2836865', '1660155', '2998758', '2470100', '2993469', '2459713']"
2525171,"['3470773', '1533355', '1976512', '2295881', '1691261', '2523951', '1660155', '2529341', '2531193', '3456168', '1315049', '2011599', '1371303', '2497226', '2951480', '2538552', '3462739', '7678849', '8094737', '2783331', '2501444', '2212944', '3755748', '2461562', '8406568', '2902638', '8387412', '7905016', '2459713', '3029266', '3035555', '2357962', '2439899', '1902503', '8418198', '3040885', '2511266', '3493320', '7851022', '3490968', '2971753', '8381156', '2998758', '3598467', '1824876', '2574461', '1694219', '1700830', '2968436', '2409198', '3208747']"
2497226,"['3470773', '1533355', '2529341', '2295881', '1976512', '2011599', '1315049', '2525171', '2461562', '1691261', '1371303', '2951480', '3755748', '2531193', '8094737', '2523951', '1660155', '1940794', '2538552', '3462739', '1902503', '2501444', '2117641', '2357962', '2968436', '7678849', '8406568', '8387412', '1940807', '2212944', '2783331', '3456168', '8381156', '2409198', '3035555', '1836200', '3502713', '2849763', '3490968', '3040885', '7905016']"
2529341,"['1976512', '2295881', '2538552', '1533355', '2461562', '2477483', '2525171', '2497226', '3470773', '8381156', '2501444', '1315049', '1691261', '2523951', '1660155', '1371303', '2783331', '8094737', '2968436', '2531193', '8387412', '3456168', '7905016', '2212944', '3462739', '1902503', '1694219', '2526850', '7678849', '2011599', '2951480', '3598467', '3029266', '2409198', '1824876', '7851022', '8406568', '2117641', '2971753', '2902638', '8418198', '2511266', '1530851', '2848922', '3208747', '3755748', '3493320', '2998758', '1940794', '2459713']"
2511266,"['3462739', '1976512', '2538552', '2011599', '7905016', '3141930', '2295881', '2525171', '2212944', '1976734', '2501444', '2513572', '2529341', '7851022', '2523951']"
2574461,"['2951480', '2993469', '2987947', '1371303', '1533355', '1660155', '1691261', '3470773', '2525171', '1836200', '3755748', '3598467', '1694219', '3456168', '3029266']"
2295881,"['2529341', '2525171', '3470773', '1976512', '7678849', '1315049', '1533355', '1660155', '2497226', '2011599', '2523951', '2212944', '2461562', '7905016', '2501444', '1902503', '1691261', '2531193', '8094737', '1371303', '3462739', '1824876', '8387412', '2439899', '2951480', '2538552', '1348082', '3456168', '2783331', '2511266', '8380294', '3755748', '8406568', '7851022', '8418198', '3208747', '8381156', '2117641', '1836200', '2968436', '1658187', '2902638', '3598467']"
1976512,"['2529341', '2011599', '2525171', '2501444', '2295881', '7905016', '3470773', '2511266', '2523951', '1315049', '1533355', '1691261', '2497226', '2538552', '1660155', '2461562', '8094737', '2531193', '7851022', '1371303', '8387412', '2783331', '1940807', '3755748', '3456168', '2951480', '3462739', '7678849', '3029266', '8381156', '2902638', '2409198', '8406568', '2117641', '1940794', '2212944', '1976734', '1902503', '3141930']"
3102669,"['1691261', '6334855']"
2122934,"['1532927', '8078886', '2971752', '2846743', '2433307']"
2459159,"['1315049', '8387412', '8094737', '1533355']"
3486937,"['2578667', '3040885', '3490968', '3029266', '2849763', '2836865', '2998758', '2993469', '3493320', '3470773', '3502713', '6432931', '2848922', '3462739', '6193236', '1836010', '7964468', '6976408', '3035555', '1660155', '2789518']"
3934668,[]
1836200,"['8387412', '8406568', '1836010', '1701821', '3755748', '2783331', '2461562', '1824876', '1533355', '2574461', '1694219', '1660155', '2295881', '2497226', '2477483', '2951480']"
1530851,"['1533355', '3470773', '2971753', '2461562', '1660155', '2409198', '1691261', '2501444', '1315049', '1371303', '8094737', '2529341', '2902638', '8387412', '2357962']"
2836865,"['2971752', '3263646', '2583098', '2789518', '2846743', '2469770', '3486937', '2357962', '3040885', '2849763', '2578667', '3029266', '3490968', '3502713', '3493320', '1836010']"
6604129,"['2409198', '6193236', '2470100']"
6607474,"['6334855', '2476570', '3486939', '2848922', '6193236', '1700830', '1836010']"
6198432,['6193236']
6187881,"['6193236', '6334855']"
3873069,"['6608105', '6439737', '6602986', '4209883', '3486418', '3753996', '1168691', '3876401', '1159083']"
361756,['701483']
291937,['6306056']
6699080,[]
6608105,"['6602986', '6439737', '3873069', '4209883', '1168691', '1159083', '4542944']"
6439737,"['6608105', '6602986', '3873069']"
6480827,"['6237120', '2454931', '2828429', '2824654']"
6237120,"['6480827', '3090106', '2569026', '3134364']"
6587368,"['2872233', '3457383', '4077977', '6542570']"
4077977,"['3457383', '701483', '2828429', '6501563', '6587368', '6542570', '2565948', '2566624', '2418059', '6326110', '3278004', '3866246']"
2418059,"['6542570', '3084701', '4077977', '3090105']"
7309790,['1069301']
68991,"['68992', '312894', '6179083']"
68992,"['312894', '2971607', '68991']"
701483,"['4077977', '6282932', '6501563', '6302680', '361756', '2828429']"
293671,"['6971878', '1069301']"
7054233,['6368583']
6302680,"['1168691', '2738096', '6282932', '701483', '108291']"
6194243,"['6193236', '2974064', '2971607']"
6980420,"['6166714', '6166713']"
3018755,"['2458483', '2184033']"
2300561,"['2784570', '2193094', '2762307', '3011946', '3596805']"
2444978,"['3538015', '2450953']"
2784570,"['2300561', '2762307', '2193094', '2184033', '2458483', '3011946', '3596805', '2430298', '2385584', '3866246', '1694865']"
2762307,"['2784570', '2193094', '2300561', '2184033', '2458483']"
2415660,"['2415661', '3005660', '2450953', '3538015', '2430298', '6204001', '2458483', '2935340']"
2937061,[]
2415661,"['2415660', '6204001', '6403654', '3005660', '6815654', '6979605']"
2430298,"['3090106', '2458483', '2184033', '2784570', '2415660', '2385584', '2193094', '2212939']"
2821152,"['2458483', '2184033']"
2461562,"['2529341', '1533355', '3470773', '1371303', '2501444', '2497226', '3502713', '2295881', '1976512', '1315049', '2523951', '2783331', '2971753', '2439899', '1660155', '8387412', '2951480', '2357962', '2409198', '3462739', '3755748', '2525171', '2538552', '2902638', '1691261', '3490968', '1694219', '8381156', '3029266', '2011599', '3493320', '8094737', '1836010', '1940794', '2849763', '1530851', '1701821', '2578667', '2117641', '1836200', '3456168', '2462609', '3598467', '2212944', '2459713', '2531193', '1700830', '7905016', '3040885', '3035555', '3208747']"
6334855,"['6607474', '3486939', '2476570', '3102669', '6193236', '3128632', '3493320', '6187881']"
2422657,[]
2548204,[]
2974064,"['2956608', '6194243']"
2212939,"['2458483', '2184033', '2385584', '2430298']"
2413158,[]
2863322,['3141930']
4031103,"['3558858', '4191768', '2584409']"
3558858,"['4031103', '4543023', '2584409', '4169338']"
825608,"['369752', '6932039', '773824', '6156988', '16558080', '4543023', '4162237', '14316948']"
4977280,"['4977281', '4977284', '4964859']"
6156988,"['6772670', '109572', '6932039', '825608', '4977283', '369752', '4189835']"
6932039,"['369752', '825608', '6156988', '4543023', '4978228']"
96137,"['4995527', '7430364', '5511570', '5516433']"
4191768,"['4991439', '4031103', '5516433', '14042906', '5641611']"
2584409,"['3928701', '4031103', '3558858']"
2070560,[]
833545,"['1092796', '236357', '4738105', '1194852', '4390900', '4139225', '5018051', '4591176', '4631990', '2940169', '328388', '4543024', '369752']"
773824,"['5682943', '16558080', '14316948', '825608', '4162237', '13872176', '4226164', '4164884', '4121701', '4226271', '4992784', '5156708', '4641855']"
4121926,"['5778786', '4098172']"
16558080,"['773824', '5682943', '825608', '5156708', '4162237', '1082888']"
1127105,"['5061977', '4577289', '5511570', '4113510']"
4857904,['5508246']
5156708,"['4193524', '4578156', '773824', '16558080']"
4977284,"['4977283', '4189835', '4977280', '4977281', '822114']"
13130792,"['12981220', '12981222', '13052828', '12981221', '4982356']"
4977283,"['4189835', '4977284', '822114', '6156988']"
4189835,"['4977283', '4977284', '4964859', '4977281', '822114', '62761', '16557762', '6156988']"
4202669,"['6935683', '4285446', '5666958', '4991439', '4587500']"
1132888,"['4846468', '4738105', '4390900', '11344546', '4964859', '1089602', '4631990']"
807599,"['4858777', '4996883']"
109572,"['6156988', '6772670']"
6772670,"['6156988', '109572']"
810417,"['4762018', '4574798', '833543', '5018054', '4539847', '5009704', '4570019', '4545897']"
509781,"['800393', '993729', '4104295']"
4977281,"['4977280', '4964859', '4189835', '4977284']"
805205,"['4139225', '301852', '4542735', '4543024', '4547573', '7430364', '1092796', '4549625']"
16695957,"['4995527', '4734261', '5058234']"
1127381,"['1194852', '5018051', '1092796', '4550767', '6576376', '1185106', '2940169', '4149357']"
4542735,"['1168693', '4591176', '4139225', '4543024', '1092796', '805205', '4547573', '6222136', '800393', '4506240']"
4587500,"['4149357', '6935683', '4202669']"
4855546,"['4700488', '5470509', '6222136', '2581259', '6576376', '4734261', '6225118', '2434597']"
4978228,"['4506240', '4139225', '2940169', '6932039', '5516433', '1184745', '5511570', '4549625']"
5018051,"['1194852', '1127381', '1185106', '4550767', '2940169', '4169338', '4169337', '833545', '4995527', '4149357', '4506240', '4622104', '4536807']"
5477937,"['4734261', '5641611']"
5511570,"['5516433', '4169338', '4169337', '96137', '4978228', '1127105']"
7430364,"['301852', '96137', '805205', '4139225', '4632688']"
4159289,"['6069927', '6019133', '6054730', '4383923', '5666963', '14316946', '4978744', '13929797', '5653813', '4964564', '14087622', '4165629', '4226271', '5773091', '4176223', '4225264', '6074005', '4166664', '14087621', '4162237', '14151101', '14264268', '4182367']"
4169337,"['4169338', '5018051', '2940169', '4995527', '5511570', '5516433']"
4169338,"['4169337', '5018051', '5511570', '4995527', '993729', '2940169', '5516433', '3558858']"
4180276,"['4995527', '4166664']"
6712635,['230820']
3928701,['2584409']
7396858,"['230820', '1275889', '736890', '1275890']"
6412679,"['2424433', '3146980', '3135800', '2451503', '3131772']"
2451503,"['3146980', '3131772', '11894930', '6412679', '2424433']"
2424433,"['6412679', '3135800', '3146980', '3131772', '2451503']"
2964496,"['6225822', '6808506', '2940169']"
2445886,"['6238120', '2409211', '2416869', '70787', '2413153', '2581259', '6225118']"
2434597,"['6576376', '6225118', '2581259', '2409211', '2428045', '2413153', '3860874', '4700488', '6222136', '4855546']"
3146980,"['2451503', '6412679', '3131772', '3135800', '2424433']"
236357,"['4631990', '833545', '4738105', '4390900', '1092796']"
1194852,"['1127381', '1092796', '5018051', '4550767', '4149357', '833545', '1185106', '2940169', '6576376', '4139225', '4625441']"
4543024,"['4542735', '4139225', '805205', '4591176', '1168693', '301852', '833545', '4547573']"
4738105,"['4631990', '833545', '236357', '1132888', '4334720', '1092796', '4390900']"
4121701,"['5682943', '4226271', '4162237', '4641855', '4226164', '773824', '14316948', '13872176']"
4729052,"['4264575', '4226164', '5009705', '4816302', '4355423', '5682943', '4226271']"
5009705,"['4729052', '5682943', '4226164', '4641855', '4226271', '4162237']"
6069927,"['4383923', '4960742', '4159289', '6019133', '5666963', '4226271', '13929797', '5653813', '4225264', '14087622', '4978744', '4165629', '6054730', '4176223', '4162237', '14316946', '14151101', '14087621', '14316948', '14087615', '4964564', '14409703', '5773091', '14264268', '6074005', '4182367', '4162486', '5891628', '4390899']"
4383923,"['6069927', '4960742', '4159289', '6019133', '4098172', '4226271', '5666963', '5653813', '4978744', '5778786', '4165629', '4162237', '14316946', '13929797', '4176223', '6054730', '14316948', '14087622', '4225264', '4182367', '14151101', '14409703']"
5778786,"['4098172', '4121926', '4383923', '4111773', '15776568', '1168693', '4097977', '4960742', '4390900']"
4098172,"['4383923', '5778786', '4960742', '4121926']"
4584345,"['4567306', '4106485', '4117193', '5064226', '4571426', '4197830', '4549625', '300309', '4131510', '4571327', '4543455', '4542734', '800393', '4583779', '4556012', '5103556', '4102685', '4577289', '11344546', '63534']"
4345108,"['4598016', '4709269', '1084353']"
13872176,"['14316948', '4162237', '5682943', '773824', '4226164', '4226271', '4992784', '4121701', '4641855']"
4854882,"['15776562', '4913802', '5111439', '4554743']"
4991439,"['4191768', '4202669', '4977002', '6935683']"
4934503,"['5105301', '4119592', '5062922', '5065753', '4101345', '4596514', '4134784']"
5058234,"['5061977', '4571327', '4115708', '1084408', '4549625', '4943149', '4927594', '4137653', '4101973', '4556012', '63534', '4542734', '300309', '4106485', '4583779', '4123830', '5165203', '4563148', '1100765', '5103556', '4582841', '5066511', '16695957', '4134784', '5061978']"
4119592,"['4934503', '5062922', '5065753', '5105301', '4101345', '4596514', '4117194', '15776565', '4536706', '4101973', '4134784']"
4113510,"['4577289', '4131510', '4132993', '300783', '1127105']"
4132993,"['300783', '4577289', '4113510', '4131510', '5064226']"
4100684,"['5656399', '4541673']"
4197831,"['5330427', '4536706']"
5950689,"['14264268', '14316948', '4162237']"
4193524,"['4578156', '5156708']"
13052828,"['12981222', '12981220', '12981221', '13130792']"
4964859,"['4977281', '4189835', '1132888', '62761', '4977280', '4631911', '4632471', '16557762', '772153']"
4181833,['4390900']
13714578,"['13823728', '772153', '13823727', '62761']"
13823728,"['13823727', '13714578', '4875325']"
4958757,"['5922285', '5922286', '4976109', '4623315', '4976110', '5002519', '5005299', '4978533']"
4881700,"['4383408', '4964565']"
4996883,"['807599', '4625441']"
5001704,"['5002519', '5523967', '4978534', '5922285', '4978533']"
5002519,"['5001704', '4978534', '5523967', '5922285', '4958757', '4976110']"
4400956,['4942966']
5005299,"['4200649', '4976110', '4623315', '5576335', '4120244', '5103551', '4102688', '4625441', '4913802', '4958757', '4119587', '4115708']"
5666958,"['5508379', '5413324', '4202669', '5014610', '6935683']"
4970226,"['4964565', '4964478']"
4846468,"['1132888', '1089602']"
4207621,"['5060291', '4115133', '4582841']"
4858777,['807599']
14112262,"['14253481', '5812474', '5320303', '14278233', '13694489', '13961191', '6050946', '5656399', '13714579']"
329684,[]
16557762,"['4632471', '4629202', '4631911', '822114', '4189835', '4964859']"
822114,"['4189835', '4977283', '16557762', '4632471', '4977284', '62761']"
993729,"['800393', '4169338', '4622104', '509781', '4536807']"
369752,"['328388', '825608', '6932039', '6156988', '833545']"
4762018,"['810417', '4574798', '4539847']"
5718505,['4176937']
4574798,"['4570019', '5009704', '4625441', '4539847', '810417', '833543', '4550767', '5018054', '1079853', '4762018']"
4570019,"['4574798', '4625441', '5009704', '4539847', '4550767', '833543', '810417', '5018054']"
63534,"['1084408', '1082489', '132509', '4137653', '1081574', '1100765', '1085337', '1100762', '53267', '4549625', '1085338', '4543455', '4571327', '5058234', '4556012', '4115708', '800393', '4106485', '4547437', '4584345']"
300309,"['4583779', '4567306', '5103556', '4582841', '1082888', '4115708', '1084353', '4571426', '4941661', '4600344', '4556012', '4571327', '4549625', '4543455', '1261091', '4197830', '5033804', '5064226', '4543023', '4271771', '4584345', '132509', '1081574', '5058234', '4219768', '5018054', '4709269', '4106485', '4117193']"
833543,"['1079853', '5009704', '4574798', '810417', '5018054', '4547437', '4709269', '4539847', '4570019', '4176937', '4545897', '4543455']"
800393,"['509781', '993729', '4266346', '4549625', '4104295', '4111775', '1100762', '4506240', '4543023', '4122710', '1084408', '4584345', '4542735', '63534', '4197830', '4105838', '4571426', '4541673', '4547573']"
4549625,"['4549624', '4219768', '63534', '4131510', '800393', '4543455', '4122710', '5058234', '300309', '4583779', '1084408', '4197830', '132509', '1081574', '4571327', '5516433', '4584345', '4567306', '1100762', '4115708', '4506240', '805205', '5103556', '4709269', '4556012', '4978228', '1082888', '4106485', '5018054']"
4197830,"['4506774', '4173924', '4102685', '4106485', '4115708', '5064226', '4583779', '4571327', '4600344', '4549625', '4556012', '300309', '4584345', '4111775', '4266346', '5033804', '4542734', '53267', '4117193', '4541673', '4131510', '4219768', '4543455', '1082888', '1261091', '4571426', '132509', '4567306', '1081574', '4577289', '4104295', '4709269', '1084408', '800393', '4582841', '4122710', '4544247', '5025439']"
4122710,"['4549624', '5516433', '4549625', '4131510', '4547573', '800393', '4577289', '1100762', '4266346', '4567306', '4197830', '4556012']"
4131510,"['4577289', '4113510', '4106485', '4549624', '4117193', '4549625', '4102685', '4122710', '4132993', '5064226', '4571327', '5025439', '4584345', '4197830', '5516433']"
125290,"['1084353', '5014610', '16558099']"
4600344,"['4583779', '4941661', '5033804', '300309', '4541673', '4197830', '4556012', '5033417', '5103556', '1082489', '4582841', '4567306']"
132509,"['1081574', '1100762', '4543455', '63534', '1084408', '6230373', '4549625', '300309', '5103556', '4583779', '5018054', '1078839', '4197830', '1082888', '4115708', '1100765', '4709269', '4567306']"
1084353,"['125290', '300309', '1082888', '4543023', '5463248', '1261091', '4571426', '4134784', '4194088', '4271771', '4345108']"
1100762,"['1081574', '132509', '1084408', '63534', '1100765', '4134784', '6230373', '800393', '4549625', '4122710', '4139225', '4137653']"
1082888,"['300309', '4567306', '4583779', '1084353', '4543455', '4115708', '4197830', '1081574', '5033804', '132509', '4571426', '4549625', '4271771', '4941661', '131175', '16558080']"
1081574,"['132509', '1100762', '1084408', '63534', '6230373', '4543455', '4549625', '4583779', '1100765', '300309', '5103556', '4197830', '1082888', '4139225', '4567306']"
