pmid,ref_list
19870613,"['19870380', '19870414', '19870707']"
19869862,"['19869648', '19869454', '19869058']"
19870386,"['19870226', '13575668']"
19870380,['19870613']
19870226,"['19870386', '19869085', '19870855', '19870707', '19869057', '14907964', '19869586', '19869058', '19869404']"
19869648,"['19869455', '19869862', '19870855', '19869454', '19869100', '19869556', '19869520']"
19869586,"['19869085', '19870226', '19869084', '19869083']"
19870232,[]
19870414,"['19869084', '19869454', '19870707', '19870613']"
19870324,[]
19868829,['19868830']
19869100,"['19869058', '19869454', '19869432', '19869455', '14946331', '19869424', '19870855', '19870978', '19869648', '19871491', '19869220', '19869404', '13475611']"
19871487,"['19871486', '19871491']"
19870915,[]
19871093,['18881491']
19871373,['18881491']
18873865,[]
19871420,[]
19871418,[]
14824411,['13539305']
13539304,[]
19869450,"['19869449', '19869404', '19869424', '19870855', '19869425', '14946330', '19870707']"
19869169,"['19869084', '19869083', '19869454', '19869404', '19869220', '19871355', '13475611', '19870707']"
19870666,[]
19870480,"['19870479', '19869332', '19870740']"
19870861,['19870890']
19870598,['19869620']
19870836,['19871032']
19870479,['19870480']
13999017,['13999018']
13149737,['14033865']
19870967,"['19870525', '19870814', '19871138', '19869332', '19870976', '19871016', '19871000', '19870740', '19871389', '19869072']"
19868762,"['19868943', '19868761', '19869332', '19870335', '19869072']"
19868761,"['19868762', '19868943', '19869332', '19870335']"
19868943,"['19868762', '19869332', '19869072', '19870335', '19868761', '19870432']"
19870464,"['19870465', '19870463', '19871389', '19870740', '19870814', '19870976']"
19869332,"['19870740', '19868943', '19869072', '19870335', '19870803', '19868762', '19870432', '19870999', '19870967', '19870525', '19870480', '19871000', '19868761', '19871138', '19870544', '19870976', '19870543']"
19871385,"['19870976', '19870543', '19870999', '19870544', '19870740', '19870432', '19871177', '19870803', '19870729', '19871389', '19871000', '19871138', '19870814', '19871402', '19870523', '19871016', '19870854']"
17075994,[]
8234118,['3912749']
3912749,"['5473607', '8234118']"
7189657,[]
6350361,['5913303']
6706215,[]
5473607,['3912749']
737910,['4987909']
641145,['956372']
4820640,[]
932212,[]
745132,[]
5766053,[]
13398974,"['5844380', '6040076', '13398971', '14795439', '14068394', '13398975', '14795438']"
965492,"['4987909', '124762', '1127385', '4427089', '4578155', '4583776']"
13814573,"['5822571', '5913303', '5430374', '5645848', '14058267']"
14022799,[]
14058267,"['5822571', '5645848', '4718317', '13814573']"
14162533,[]
4335444,"['4359941', '4369434']"
956372,['641145']
4718317,"['5822571', '5645848', '5913303', '14058267', '4736774']"
4359941,"['4369434', '168231', '4335444', '4349948']"
592212,[]
182722,['4369434']
5844380,"['13398974', '14068394', '6040076', '14795439', '13398971']"
5334538,[]
13398975,"['14795438', '13398974', '14068394']"
4179834,['4323748']
4468862,"['5570677', '4573426', '4648821', '5083460']"
5083460,"['4648821', '4675201', '5570677', '4264646', '4573426', '1165110', '13889151', '4168369', '4864671', '4468862']"
1165110,"['4282849', '5083460', '4675201']"
5570677,"['5083460', '4264646', '4648821', '4573426', '4468862']"
1081099,"['1133171', '4997587', '4325310']"
1092789,"['4128546', '4123687']"
1127385,"['4987909', '4427089', '124762', '965492']"
1133171,['1081099']
4161820,"['4987909', '4583776']"
4427089,"['1127385', '124762', '4987909', '965492', '5271167']"
4545894,"['4589989', '5101779', '4693654']"
4549570,"['5787344', '4960935']"
4578155,"['4987909', '965492', '4198109']"
4583776,"['4987909', '4123687', '4161820', '965492']"
4623164,[]
4987909,"['965492', '124762', '1127385', '4427089', '4583776', '4161820', '4578155', '737910']"
124762,"['4987909', '965492', '4427089', '1127385']"
13664677,"['13664676', '6033529']"
13664676,"['13664677', '14020969']"
11526854,['168231']
4337577,"['5289236', '4761331']"
4761331,"['4337577', '5289236']"
5913303,"['13814573', '5822571', '6350361', '4718317']"
5822571,"['4718317', '5645848', '14058267', '13814573', '5913303', '5430374']"
4981709,['7429343']
5430374,"['5822571', '13814573']"
13222283,['14068394']
4349948,['4359941']
4369434,"['4359941', '4335444', '182722']"
5639362,"['5639361', '16992298', '16992297', '16992299']"
16992298,"['16992297', '16992299', '5639362', '5639361']"
168231,"['4359941', '11526854']"
5942999,"['5943000', '5941664']"
14461382,"['5508376', '4098878']"
14068394,"['5844380', '14795438', '4169739', '13035721', '13398971', '13398974', '13912024', '13222283', '13398975']"
5829754,['5829755']
18668843,[]
6431918,[]
3924747,[]
7429343,"['16992297', '4981709']"
4169739,"['14068394', '14795438', '13035721']"
4169964,"['4168098', '126830', '4186796', '4178111', '4323748', '4924198', '5307809', '4305180']"
14176294,[]
14238928,"['13998480', '13998479', '5655106']"
4648821,"['4675201', '5083460', '4264646', '5570677', '4573426', '4168369', '4468862']"
4675201,"['4648821', '5083460', '4264646', '4573426', '5804533', '5021704', '1165110', '4168369']"
4573426,"['4264646', '4102702', '5083460', '5570677', '4648821', '4675201', '4468862', '4105839', '4099670']"
4282849,['1165110']
4169437,"['4864670', '5547056', '308030']"
4171055,[]
4986974,[]
5547056,"['4169437', '5430788']"
5021704,"['4675201', '4264646']"
126830,"['5804533', '4264646', '4169964', '5307809', '5576664', '4924107', '1080129', '4186796', '4168098']"
4264646,"['5576664', '4573426', '4648821', '4186796', '5083460', '126830', '5570677', '4675201', '4924107', '4924198', '4178111', '5307809', '5021704']"
4168100,"['4162733', '4959010', '4160399', '14247718', '4984383', '4101344', '5938816', '4160443', '16992299', '5430788', '4160398']"
4124208,['4395204']
4325310,"['1080129', '5307809', '1081099']"
4538858,"['4539827', '5283928', '4924198', '4186796', '4305180', '4544056', '1080129', '4178111']"
4997587,['1081099']
1080129,"['5283928', '4325310', '5307809', '4178111', '4538858', '126830', '4186796']"
4128546,"['4123687', '1092789']"
4207623,"['4693654', '5101779']"
1113067,[]
4700482,[]
5090066,[]
13743575,['13761024']
4160398,"['4872344', '4162733', '4101344', '4168369', '4163363', '4160399', '14319404', '4168100']"
5273452,"['4984383', '5271167', '4899853', '5938816']"
4101344,"['4162733', '4160399', '4109111', '4168369', '4965466', '14113076', '4168100', '5938816', '4160398']"
5289036,"['4176227', '4539827']"
13698150,"['4168369', '4163363', '13698149']"
4176227,"['5289036', '4993515']"
5762048,"['5655106', '6034750', '4104294', '4398350', '4864671']"
5064225,"['4589989', '4112260', '5534450', '4104294']"
4589989,"['5064225', '4545894', '4693654', '5534450', '4112260', '4104294', '5655106']"
4960935,"['4549570', '4168098']"
4992992,['4693646']
4539638,"['4693646', '5787344', '4168098']"
4159050,"['5545124', '4630981']"
5662582,['4181538']
4181538,['5662582']
4988128,['4100685']
5545124,"['4630981', '4159050', '4198109', '5101779', '4693654']"
4100685,['4988128']
14164478,[]
13398971,"['13398974', '5844380', '14068394']"
4962241,[]
6040076,"['13398974', '14795439', '5844380']"
5531667,[]
5289236,"['4337577', '4761331']"
14245436,[]
6033529,"['13664677', '5645848']"
14209913,[]
13912024,['14068394']
5645848,"['5822571', '14058267', '4718317', '13814573', '6033529']"
13035721,"['14795438', '14068394', '14795439', '4169739']"
4295331,['4566193']
4566193,['4295331']
4646291,"['4758659', '5112170', '5559143']"
5054457,"['5559143', '5112170']"
5112170,"['4758659', '4646291', '5559143', '5054457']"
5559143,"['5054457', '4646291', '5112170']"
5428856,['4758659']
4758659,"['4646291', '5112170', '5428856']"
5639361,"['5639362', '16992298', '16992297', '16992299']"
16992297,"['16992298', '16992299', '5639362', '5639361', '7429343']"
16992299,"['16992298', '16992297', '5639361', '4168100', '5639362']"
5136466,"['6050103', '5941664', '5943000']"
6050103,"['5136466', '5943000']"
5782445,"['14020969', '5654401']"
14020969,"['5782445', '13664676']"
5654401,['5782445']
5941664,"['5943000', '5942999', '5136466', '14795438']"
5943000,"['5941664', '5942999', '6050103', '5136466']"
5829755,['5829754']
14795438,"['13035721', '14068394', '14795439', '13398975', '4169739', '13398974', '5941664']"
14795439,"['6040076', '5844380', '13398974', '14795438', '13035721']"
4736774,['4718317']
370007,[]
879873,['4198109']
308030,['4169437']
30683,[]
13889151,['5083460']
4168098,"['4169964', '5787344', '4693646', '4960935', '4539638', '4964566', '126830']"
13998479,"['13998480', '14238928']"
13998480,"['13998479', '14238928']"
5804533,"['126830', '4675201', '4163363']"
4924107,"['4099670', '4323748', '5576664', '4102702', '5307809', '4264646', '4305180', '4178111', '4105839', '5571055', '126830', '4186796', '4924198']"
4099670,"['4924107', '4305180', '4323748', '4102702', '4105839', '4178111', '5576664', '4920597', '4186796', '5571055', '4541554', '4573426']"
4102702,"['4105839', '4099670', '4924107', '4573426']"
4105839,"['4102702', '4099670', '4924107', '4573426']"
4112260,"['5064225', '4104294', '4559193', '4589989', '4993515', '5413326', '6034750', '5655106', '4398350', '5534450', '4109111']"
4864670,['4169437']
14021124,[]
5324224,[]
5430788,"['5547056', '4168100']"
14247718,"['4160443', '4959010', '4162733', '4168100']"
4323748,"['4099670', '4924107', '4179834', '4305180', '4169964', '4924198', '5576664']"
4305180,"['4924198', '4099670', '4323748', '4186796', '4924107', '5576664', '4538858', '4178111', '4541554', '4169964']"
4186796,"['4178111', '4924198', '4264646', '4305180', '4169964', '4538858', '4541554', '5576664', '5571055', '4924107', '5307809', '4099670', '126830', '1080129']"
4160443,"['14247718', '4959010', '4162733', '4168100']"
4959010,"['4162733', '4160443', '14247718', '4168100', '4872344']"
4162733,"['4168100', '4959010', '4101344', '4160443', '4872344', '14247718', '4160398', '4984383', '4160399', '4163363', '5938816']"
4163363,"['4864671', '13698150', '4162733', '4160398', '14319404', '5804533']"
4395204,['4124208']
4924198,"['4305180', '4186796', '4323748', '4538858', '4169964', '4178111', '4264646', '4924107', '4541554']"
5523966,[]
5307809,"['4325310', '1080129', '4924107', '5576664', '4178111', '126830', '4186796', '4169964', '4264646']"
4920597,"['5576664', '4099670']"
5283928,"['1080129', '4538858', '4539827', '5576664']"
5571055,"['4539827', '4186796', '4924107', '5576664', '4099670', '4541554']"
5787344,"['4549570', '4693646', '4539638', '4168098']"
4098878,['14461382']
5576664,"['4264646', '4924107', '4178111', '5307809', '4544056', '4920597', '4186796', '4305180', '4099670', '5571055', '126830', '4323748', '4541554', '5283928']"
4200650,[]
4178111,"['4186796', '5576664', '4169964', '5307809', '1080129', '4927595', '4924198', '4924107', '4541554', '4099670', '4553014', '4305180', '4264646', '4538858']"
4544056,"['5576664', '4538858']"
4539827,"['4538858', '5283928', '5571055', '4541554', '5289036']"
4541554,"['4178111', '4186796', '4539827', '4305180', '4099670', '5576664', '5571055', '4924198']"
4123687,"['4128546', '1092789', '4583776']"
5101779,"['4693654', '4207623', '5545124', '4545894', '4630981', '4198109']"
4630981,"['5545124', '4159050', '4198109', '5101779']"
4693654,"['5101779', '4207623', '4589989', '4545894', '5545124']"
4198109,"['5545124', '4630981', '4578155', '879873', '5101779']"
4693646,"['4992992', '5787344', '4539638', '4168098']"
4964566,['4168098']
4192704,['5508376']
4181572,[]
5508376,"['4192704', '14461382']"
13761024,['13743575']
4160399,"['4965466', '5938816', '4101344', '4168100', '14113076', '4162733', '4168369', '4160398']"
13930142,[]
14210764,[]
14319404,"['4864671', '5938816', '4160398', '4163363']"
5938816,"['4965466', '4160399', '4899853', '5273452', '4984383', '14113076', '4101344', '4168100', '5271167', '4162733', '14319404']"
4899853,"['5938816', '4965466', '5273452', '4109111', '4984383', '5534450']"
4984383,"['5273452', '5271167', '5938816', '4162733', '4899853', '4168100']"
5271167,"['5273452', '4984383', '4427089', '5938816']"
6055758,[]
4168369,"['4101344', '4648821', '13698150', '4181830', '14113076', '4675201', '4160398', '4160399', '4109111', '13698149', '5083460']"
4864671,"['4163363', '14113076', '5766943', '14319404', '5762048', '4965466', '5083460', '4104294']"
4965466,"['5938816', '4160399', '4899853', '14113076', '4101344', '5791607', '4864671', '4109111']"
4171054,[]
4872344,"['4160398', '4162733', '4959010']"
4181830,['4168369']
5791607,"['4927595', '5105952', '4553014', '4965466', '5766943']"
14113076,"['4160399', '4965466', '4864671', '4101344', '5938816', '4168369']"
13698149,"['13698150', '4168369']"
13720937,[]
5655106,"['4873020', '6034750', '5762048', '4559193', '4104294', '4398350', '5534450', '5766943', '4589989', '4112260', '14238928']"
4873020,"['5655106', '6034750', '4559193']"
6034749,"['6034750', '5534450', '5413326', '5766943', '4398350']"
6034750,"['5655106', '4873020', '5762048', '5534450', '4104294', '4398350', '6034749', '5766943', '4559193', '4112260']"
4164675,[]
5534450,"['5064225', '4589989', '6034750', '4104294', '5655106', '6034749', '4899853', '4112260', '4398350']"
5105952,"['4927595', '5766943', '4553014', '5791607']"
4109111,"['4398350', '4101344', '4899853', '4168369', '4112260', '4965466']"
4993515,"['5413326', '4112260', '4176227']"
4398350,"['4109111', '4104294', '6034750', '5655106', '5762048', '4112260', '6034749', '5534450']"
4110183,[]
4559193,"['5655106', '4112260', '4873020', '6034750']"
5766943,"['4927595', '5105952', '4553014', '4864671', '4104294', '6034750', '6034749', '5655106', '5791607']"
4927595,"['5105952', '5766943', '4553014', '5791607', '4178111']"
4104294,"['4112260', '4398350', '6034750', '5655106', '5064225', '5766943', '5762048', '5534450', '4589989', '4864671']"
5795099,[]
5413326,"['4993515', '4112260', '6034749']"
4553014,"['4927595', '5766943', '5105952', '5791607', '4178111']"
13758073,[]
13758074,[]
11161411,"['10987769', '8520272', '2513964']"
10987769,"['8520272', '11161411', '2513964']"
8520272,"['10987769', '11161411', '2513964', '8260381']"
7950739,"['7669587', '1757764']"
7640237,"['2713247', '8260381', '3094626', '2713248', '3741766', '7041938', '2297482', '3655620', '6849791', '7459241']"
7669587,"['7950739', '3994912']"
8260381,"['2297482', '7640237', '3826470', '8520272', '2713247']"
6716424,"['3166899', '5310138', '7427299', '5312521']"
3362861,"['8460634', '8460646', '8460640']"
1320125,['8460642']
8439512,[]
8460634,"['8460642', '8460646', '8460643', '1598904', '8460636', '8460639', '8460640', '8096358', '3362861', '2035527']"
3443812,['3994912']
1757764,['7950739']
5312521,"['6860545', '7459205', '5310138', '3418283', '2390471', '7427299', '3166899', '6716424']"
2297482,"['8260381', '3826470', '7459205', '7640237', '3219280']"
2390471,"['5312521', '3166899', '6860545']"
7059469,"['7059468', '2736211']"
2736211,"['7059469', '3756079', '7059468']"
7427299,"['7459205', '6716424', '5312521']"
3741766,"['2713248', '3094626', '2713247', '3426932', '6849791', '7640237', '7459241']"
6614001,[]
4039107,['2984924']
6849791,"['2713248', '2713247', '3426932', '7041938', '3094626', '3741766', '3655620', '7640237', '7459241', '3219280']"
3814490,[]
3655620,"['7459241', '2713247', '3426932', '6849791', '7640237', '3094626']"
3426932,"['2713247', '3094626', '6849791', '2713248', '7459241', '7041938', '3219280', '3741766', '3655620']"
2713247,"['3094626', '2713248', '3426932', '6849791', '7041938', '7459241', '7640237', '3741766', '3655620', '3219280', '8260381']"
2713248,"['2713247', '3094626', '6849791', '3426932', '3741766', '7041938', '7459241', '7640237']"
7459241,"['3426932', '3094626', '2713248', '2713247', '3655620', '7041938', '3219280', '3954946', '6860545', '3741766', '7640237', '6849791']"
7041938,"['6849791', '2713247', '3426932', '2713248', '7459241', '3094626', '7640237', '3954946']"
3094626,"['2713247', '2713248', '3426932', '3741766', '6849791', '7459241', '7041938', '7640237', '3219280', '7459205', '3166899', '3655620']"
2513965,['2513964']
2513964,"['2513965', '11161411', '8520272', '10987769']"
8460637,"['8460642', '8460635', '1598904', '8460646', '8460639']"
8460636,"['8460643', '8460634', '8460642', '1598904', '8460646', '8460640', '8096358']"
8460639,"['8460642', '8460634', '1598904', '8460646', '8460637', '8096358']"
8460640,"['8096358', '8460634', '8460646', '8460636', '8460643', '1598904', '8460642', '3362861']"
8460642,"['8460634', '8460639', '1598904', '8460643', '8460636', '8460646', '8096358', '8460637', '8460640', '1320125']"
8460643,"['8460634', '8460636', '8460646', '8096358', '8460642', '8460640', '1598904']"
8460646,"['8460634', '8460643', '8096358', '8460642', '1598904', '8460640', '8460636', '8460635', '3362861', '8460639', '8460637']"
1598904,"['8460634', '8096358', '8460642', '8460646', '8460636', '8460640', '2035527', '8460643', '8460639', '8460637']"
8460635,"['2984924', '8460646', '8460637']"
6830716,[]
5310137,"['5310138', '3418283']"
5310138,"['5310137', '5312521', '6716424', '3418283']"
3826470,"['2297482', '8260381']"
3219280,"['3426932', '7459241', '2713247', '3166899', '3094626', '7459205', '2297482', '6849791']"
7459205,"['5312521', '7427299', '6860545', '3219280', '2297482', '3166899', '3094626']"
6860545,"['3954946', '5312521', '3166899', '7459205', '7459241', '2390471']"
3954946,"['6860545', '7459241', '7041938']"
3166899,"['6716424', '6860545', '3219280', '5312521', '7459205', '2390471', '3094626']"
3418283,"['5310137', '5312521', '5310138']"
7059468,"['7059469', '2736211']"
3756079,['2736211']
6614008,[]
2984924,"['4039107', '8460635']"
3994912,"['7669587', '3443812']"
8096358,"['8460640', '8460646', '1598904', '8460643', '8460634', '8460642', '8460636', '8460639']"
2035527,"['1598904', '8460634']"
2564734,[]
441994,['441996']
441996,['441994']
6451217,"['6211173', '6211171', '154888', '139891']"
6211173,"['6211171', '6451217', '139891', '154888']"
212021,"['212022', '202265', '4200725']"
154888,"['139891', '6451217', '4153028', '6211173', '6211171']"
6211171,"['6211173', '6451217', '4441366', '154888', '139891']"
6048801,['16742541']
17116,['1061146']
212022,"['212021', '202265', '4200725', '6961', '4578444']"
202265,"['212021', '212022']"
139891,"['154888', '6451217', '4156832', '14195622', '6211173', '6211171']"
4364542,"['4515933', '5795884', '14340088']"
6961,['212022']
1061146,"['17116', '4357710', '4515933']"
139610,['4153028']
14342506,['5775847']
5968972,"['5656397', '5795884', '5238663', '14222809']"
16742541,"['6048801', '4149273', '4144294', '4618479']"
1212205,"['4399517', '179525', '4590489']"
1156395,['5435498']
4307717,"['5289010', '5435498', '4923074']"
4922961,['5340507']
14340088,"['14340089', '4515933', '5795884', '14340090', '4364542', '5783467']"
171661,"['4578444', '4590489', '4579004']"
174094,['4598306']
4261111,"['4918633', '5656397', '5238663']"
4578444,"['171661', '4579004', '4343963', '4587250', '672', '4341704', '4200725', '4590489', '212022', '4598306']"
672,"['4156360', '4579004', '4343963', '4341704', '4394455', '4598306', '4587250', '4144294', '4578444', '4155073', '4291787', '4314476', '4373740']"
4749276,['4441366']
4144294,"['4357710', '4149273', '672', '16742541', '4146799']"
4357710,"['4149273', '4144294', '1061146']"
14195611,[]
4153028,"['4277624', '154888', '139610']"
4277624,"['4153028', '4267535', '782444']"
13398575,"['13109153', '13398576']"
13398576,"['13109154', '14898034', '13192314', '13398575']"
14907625,[]
13117816,[]
14340090,"['14340089', '14340088', '4961416', '5783467']"
13885712,['14381435']
14222809,"['14381435', '14340089', '5968972']"
14381435,"['14381436', '14222809', '13885712']"
13376638,[]
13398435,"['13398436', '13525435', '13549500']"
13449101,[]
14225262,[]
14436835,"['13587549', '13319380', '13525435', '13398437']"
13416309,[]
5783467,"['14340089', '14340088', '14340090']"
14340089,"['14340088', '14340090', '14222809', '5783467']"
4225884,"['4983644', '5639931', '5495156']"
5679365,['5679366']
5225522,[]
4156832,"['4377217', '139891', '4554536', '4150652']"
4377217,"['776172', '4156832', '4150652']"
125586,"['4150811', '4271644', '4343963', '4892367']"
168887,"['5996', '1090591', '1090592', '4941570', '770417', '4150652', '4576401', '4404057', '1090590', '782444']"
1098659,['179525']
169226,[]
127785,"['127786', '776172', '4587250']"
127786,"['127785', '4587250']"
770417,"['1090591', '1090592', '168887', '4576401', '1090590', '4941570']"
179525,"['4399517', '4331254', '4150649', '1212205', '1098659', '4441366', '4331255']"
5996,"['168887', '1090591', '4941570', '776172', '782444', '4576401', '1090592', '4404057']"
776172,"['4377217', '4587250', '127785', '5996']"
180972,"['16562075', '5775846']"
180982,"['179532', '180983']"
782444,"['1090591', '1090592', '4277624', '5996', '4267535', '168887', '1090590']"
14273672,"['4145864', '4941569', '13828388', '14203364']"
1090590,"['1090591', '1090592', '4267535', '770417', '168887', '782444']"
1090591,"['1090590', '1090592', '168887', '770417', '782444', '4941570', '4404057', '5996', '4576401', '4267535']"
1090592,"['1090591', '4941570', '4576401', '4404057', '168887', '770417', '1090590', '782444', '5996']"
5411753,['4312544']
4934520,"['4341704', '4373740', '4590489', '4343963']"
4941570,"['4576401', '1090592', '4404057', '1090591', '4591960', '168887', '4343963', '5996', '770417']"
4331255,"['4399517', '4150649', '4331254', '4892368', '4399518', '4892367', '4923066', '179525']"
4399517,"['179525', '4331255', '4150649', '4331254', '4399518', '1212205', '4441366']"
4341704,"['4343963', '4587250', '4579004', '4270946', '672', '4268097', '4156360', '4934520', '4394455', '4598306', '4578444', '4373740']"
4403970,"['4314476', '13398436', '4335249']"
4343963,"['4341704', '4579004', '4598306', '4404057', '4394455', '672', '4270946', '125586', '4941570', '4587250', '4150811', '4578444', '4271644', '4268097', '4892367', '4934520']"
4267535,"['4277624', '1090590', '1090591', '782444']"
4576401,"['4941570', '4404057', '1090592', '1090591', '168887', '770417', '5996']"
4146799,"['4291787', '4144294']"
4270946,"['4343963', '4341704', '4150811']"
4271644,"['4150811', '125586', '4343963']"
4149273,"['4357710', '16742541', '4144294']"
4590489,"['4155073', '171661', '4934520', '4373740', '4587250', '1212205', '4578444', '4612538']"
4591960,"['4923077', '4941570']"
4150652,"['168887', '4156832', '4377217']"
4150811,"['125586', '4271644', '4343963', '4270946']"
4155073,"['4590489', '672']"
4618479,['16742541']
4441366,"['4749276', '6211171', '4399517', '179525']"
5126909,['5679366']
4200725,"['4889268', '4621686', '212022', '212021', '4578444']"
4314476,"['4403970', '672']"
4583021,"['4394455', '4889268', '4598306', '4579004', '4587250', '4621686']"
4156360,"['672', '4341704', '4587250', '4394455', '4579004']"
4373740,"['4934520', '4590489', '4579004', '4268097', '672', '4341704']"
5774477,['4961416']
5639931,['4225884']
4291787,"['4315932', '4342386', '4146799', '672']"
5822063,[]
4315932,"['4342386', '4291787']"
4342386,"['4315932', '4291787']"
5435498,"['4307717', '1156395', '5289010', '4923074']"
5340507,['4922961']
5656397,"['5968972', '5795884', '4261111']"
5920196,['4878171']
5968974,[]
4878171,['5920196']
5795884,"['4515933', '5656397', '14340088', '5968972', '4364542']"
4579004,"['4598306', '4394455', '4343963', '672', '4341704', '4578444', '4583021', '4587250', '171661', '4612538', '4373740', '4156360']"
4587250,"['776172', '4394455', '4889268', '4341704', '4343963', '127785', '4156360', '4579004', '672', '4578444', '4583021', '4590489', '127786', '4612538', '4598306']"
4598306,"['4579004', '4394455', '4343963', '174094', '4583021', '4554536', '672', '4341704', '4587250', '4612538', '4578444']"
4612538,"['4587250', '4598306', '4579004', '4590489']"
4394455,"['4579004', '4583021', '4598306', '4587250', '4343963', '4889268', '672', '4341704', '4156360']"
5277075,[]
4170712,[]
5238663,"['4261111', '5968972']"
4966827,"['4961416', '4983644']"
5686003,[]
4177737,['4889268']
4884823,"['4621686', '4923074', '4884824', '4889268']"
4884824,"['4884823', '4923074']"
4180008,[]
4889268,"['4177737', '4621686', '4583021', '4587250', '4394455', '4200725', '4884823']"
4308839,"['14188732', '14203364']"
4390640,[]
4983644,"['4966827', '4225884', '4961416']"
4918633,"['4261111', '4923077']"
4923074,"['4884823', '4307717', '4884824', '5435498']"
4923077,"['4099097', '4591960', '4941569', '4335249', '4918633', '4569407']"
4099097,"['4923077', '4941569', '5001205', '4335249']"
5495156,"['5129266', '5495157', '4225884']"
5495157,"['5129266', '5495156']"
4993325,['4250610']
4250610,['4993325']
4328755,[]
5288387,[]
5129266,"['5495157', '5495156']"
5289010,"['4307717', '5435498']"
4621686,"['4889268', '4884823', '4200725', '4583021']"
4399518,"['4331255', '4399517', '4150649', '4892368', '4331254']"
4331254,"['4331255', '4150649', '4399517', '179525', '4399518']"
4357711,[]
13697429,[]
13700047,['13828388']
4268097,"['4341704', '4343963', '4373740']"
5781580,[]
4984428,[]
5551637,[]
5122805,[]
5022173,[]
4706189,[]
4145864,"['14273672', '14188732']"
13011275,"['13221781', '13109153', '14898035']"
14898035,"['14898034', '13109154', '13011275']"
14898034,"['13109154', '14898035', '14381436', '13398576']"
13221780,[]
13221781,"['13011275', '13109153', '13587549']"
13109153,"['13221781', '13011275', '13319380', '13398575']"
13109154,"['14898034', '14898035', '13398576', '14381436']"
13192314,['13398576']
14907624,[]
14381436,"['14381435', '13109154', '14898034']"
13319380,"['13398437', '13549503', '13398436', '13109153', '14436835', '13587549']"
13398436,"['13398435', '4403970', '13319380']"
13438910,[]
13631207,['13631208']
13631208,['13631207']
13999359,[]
13357506,['13549503']
13398437,"['13319380', '13549503', '13587549', '14436835']"
13525435,"['13587549', '13398435', '14436835', '13549503']"
13549503,"['13587549', '13319380', '13398437', '13357506', '13525435']"
13587549,"['13525435', '13549503', '14436835', '13398437', '13221781', '13319380']"
13549500,"['6033537', '13398435']"
6033537,['13549500']
5679366,"['5126909', '5679365']"
14195622,['139891']
4554536,"['4598306', '4156832']"
4300067,[]
16562076,['16562075']
16562075,"['16562076', '180972', '13514006', '5775846']"
4404057,"['4576401', '4941570', '1090592', '4343963', '1090591', '168887', '5996']"
4515933,"['14340088', '5795884', '4364542', '1061146']"
4150649,"['4331255', '4331254', '4892368', '4399517', '4399518', '179525', '4892367', '4923066']"
938452,[]
179532,"['179533', '180983', '180982']"
179533,"['179532', '180983']"
180983,"['179532', '179533', '180982']"
4569407,['4923077']
5001205,"['4941569', '4099097']"
13956365,[]
14066417,[]
14188732,"['14203364', '4308839', '4145864']"
14203364,"['14188732', '4308839', '14273672']"
14208516,[]
13828388,"['13700047', '14273672']"
4941569,"['5001205', '4099097', '4923077', '14273672']"
4312544,['5411753']
4892367,"['4892368', '4331255', '4923066', '4150649', '4343963', '125586']"
4892368,"['4892367', '4331255', '4923066', '4150649', '4399518']"
4923066,"['4892368', '4892367', '4331255', '4150649']"
4961416,"['4966827', '5774477', '14340090', '4983644']"
5775846,"['5775847', '180972', '16562075']"
5775847,"['5775846', '14342506']"
13514006,['16562075']
4335249,"['4403970', '4923077', '4099097']"
